order_id,customer_id,order_placement_date,on_time,in_full,otif,product_id,product_name,category
FMR310221302,789221,08-Mar-22,0,0,0,25891302,"AM Ghee 150",Dairy
FMR310122503,789122,08-Mar-22,0,0,0,25891302,"AM Biscuits 250",Dairy
FMR311101601,789101,08-Mar-22,1,0,0,25891302,"AM Biscuits 250",beverages
FMR310601502,789601,08-Mar-22,1,0,0,25891302,"AM Biscuits 500",Dairy
FMR311121302,789121,08-Mar-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMR310402302,789402,08-Mar-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMR310721301,789721,08-Mar-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMR39102301,789102,08-Mar-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMR39103301,789103,08-Mar-22,1,0,0,25891301,"AM Ghee 250",Dairy
FMR39601301,789601,08-Mar-22,1,0,0,25891301,"AM Ghee 250",Dairy
FMR311503301,789503,08-Mar-22,1,1,1,25891301,"AM Ghee 250",Dairy
FMR310903602,789903,08-Mar-22,1,0,0,25891301,"AM Biscuits 250",beverages
FMR311903502,789903,08-Mar-22,1,0,0,25891301,"AM Biscuits 500",Dairy
FMR310121102,789121,08-Mar-22,0,0,0,25891102,"AM Milk 250",Dairy
FMR310420102,789420,08-Mar-22,1,1,1,25891102,"AM Milk 250",Dairy
FMR39703602,789703,08-Mar-22,1,0,0,25891102,"AM Curd 100",beverages
FMR310220102,789220,08-Mar-22,0,0,0,25891102,"AM Milk 250",Dairy
FMR39122102,789122,08-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR310603102,789603,08-Mar-22,1,1,1,25891102,"AM Milk 250",Dairy
FMR310203602,789203,08-Mar-22,1,0,0,25891102,"AM Biscuits 500",beverages
FMR311203102,789203,08-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR311621502,789621,08-Mar-22,1,1,1,25891402,"AM Biscuits 500",Dairy
FMR310103502,789103,08-Mar-22,1,0,0,25891502,"AM Biscuits 500",Food
FMR39422502,789422,08-Mar-22,1,1,1,25891502,"AM Biscuits 500",Food
FMR310403602,789403,08-Mar-22,1,0,0,25891501,"AM Biscuits 250",beverages
FMR311221502,789221,08-Mar-22,0,1,0,25891502,"AM Biscuits 500",Food
FMR311422403,789422,08-Mar-22,0,1,0,25891403,"AM Curd 50",Dairy
FMR310603403,789603,08-Mar-22,1,1,1,25891403,"AM Curd 50",Dairy
FMR39503403,789503,08-Mar-22,1,1,1,25891403,"AM Curd 50",Dairy
FMR311122602,789122,08-Mar-22,0,0,0,25891402,"AM Biscuits 750",beverages
FMR311521403,789521,08-Mar-22,1,1,1,25891403,"AM Curd 50",Dairy
FMR310522403,789522,08-Mar-22,1,1,1,25891403,"AM Curd 50",Dairy
FMR39103403,789103,08-Mar-22,1,0,0,25891403,"AM Curd 50",Dairy
FMR310103403,789103,08-Mar-22,0,0,0,25891403,"AM Curd 50",Dairy
FMR39401403,789401,08-Mar-22,1,1,1,25891403,"AM Curd 50",Dairy
FMR39420503,789420,08-Mar-22,0,0,0,25891503,"AM Biscuits 250",Food
FMR310421503,789421,08-Mar-22,0,0,0,25891503,"AM Biscuits 250",Food
FMR310522503,789522,08-Mar-22,0,0,0,25891503,"AM Biscuits 250",Food
FMR39621503,789621,08-Mar-22,0,0,0,25891503,"AM Biscuits 250",Food
FMR310702103,789702,08-Mar-22,1,0,0,25891103,"AM Milk 100",Dairy
FMR39221103,789221,08-Mar-22,0,1,0,25891103,"AM Milk 100",Dairy
FMR310122103,789122,08-Mar-22,1,1,1,25891103,"AM Milk 100",Dairy
FMR39221601,789221,08-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR39521601,789521,08-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR310320601,789320,08-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR39501601,789501,08-Mar-22,0,0,0,25891601,"AM Tea 500",beverages
FMR39501402,789501,08-Mar-22,0,1,0,25891402,"AM Curd 100",Dairy
FMR311703402,789703,08-Mar-22,0,0,0,25891402,"AM Curd 100",Dairy
FMR311520402,789520,08-Mar-22,0,0,0,25891402,"AM Curd 100",Dairy
FMR311203402,789203,08-Mar-22,1,1,1,25891402,"AM Curd 100",Dairy
FMR310902402,789902,08-Mar-22,1,1,1,25891201,"AM Butter 100",Dairy
FMR39321602,789321,08-Mar-22,1,0,0,25891402,"AM Curd 100",beverages
FMR311102402,789102,08-Mar-22,0,1,0,25891402,"AM Curd 100",Dairy
FMR310202402,789202,08-Mar-22,1,1,1,25891402,"AM Curd 100",Dairy
FMR39122501,789122,08-Mar-22,0,0,0,25891201,"AM Biscuits 750",Dairy
FMR311402201,789402,08-Mar-22,1,1,1,25891201,"AM Butter 100",Dairy
FMR39902201,789902,08-Mar-22,1,1,1,25891201,"AM Butter 100",Dairy
FMR39703201,789703,08-Mar-22,0,1,0,25891201,"AM Butter 100",Dairy
FMR310501201,789501,08-Mar-22,0,1,0,25891201,"AM Butter 100",Dairy
FMR39220602,789220,08-Mar-22,1,0,0,25891201,"AM Butter 100",beverages
FMR39622201,789622,08-Mar-22,0,1,0,25891201,"AM Butter 100",Dairy
FMR39520501,789520,08-Mar-22,1,0,0,25891501,"AM Biscuits 750",Food
FMR310522501,789522,08-Mar-22,0,1,0,25891501,"AM Biscuits 750",Food
FMR39303501,789303,08-Mar-22,0,1,0,25891501,"AM Biscuits 750",Food
FMR311303501,789303,08-Mar-22,1,1,1,25891501,"AM Biscuits 750",Food
FMR39102501,789102,08-Mar-22,0,1,0,25891501,"AM Biscuits 750",Food
FMR311503602,789503,08-Mar-22,0,1,0,25891602,"AM Tea 250",beverages
FMR39301602,789301,08-Mar-22,0,1,0,25891602,"AM Tea 250",beverages
FMR311702602,789702,08-Mar-22,1,0,0,25891602,"AM Tea 250",beverages
FMR39102602,789102,08-Mar-22,1,1,1,25891602,"AM Tea 250",beverages
FMR311720602,789720,08-Mar-22,1,1,1,25891602,"AM Tea 250",beverages
FMR310521602,789521,08-Mar-22,0,1,0,25891602,"AM Tea 250",beverages
FMR39203602,789203,08-Mar-22,0,1,0,25891602,"AM Tea 250",beverages
FMR312402101,789402,09-Mar-22,1,0,0,25891101,"AM Milk 500",Dairy
FMR311101203,789101,09-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR312320602,789320,09-Mar-22,1,0,0,25891202,"AM Butter 250",beverages
FMR311203602,789203,09-Mar-22,1,1,1,25891203,"AM Butter 500",beverages
FMR310403603,789403,09-Mar-22,1,0,0,25891203,"AM Butter 500",beverages
FMR310121203,789121,09-Mar-22,1,1,1,25891203,"AM Butter 500",Dairy
FMR311201203,789201,09-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR312501203,789501,09-Mar-22,1,1,1,25891203,"AM Butter 500",Dairy
FMR311601602,789601,09-Mar-22,1,0,0,25891203,"AM Butter 500",beverages
FMR310102601,789102,09-Mar-22,1,0,0,25891203,"AM Biscuits 250",beverages
FMR311102203,789102,09-Mar-22,1,1,1,25891203,"AM Butter 500",Dairy
FMR312122403,789122,09-Mar-22,0,0,0,25891203,"AM Butter 500",Dairy
FMR311902503,789902,09-Mar-22,1,0,0,25891203,"AM Biscuits 250",Dairy
FMR310903203,789903,09-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR310621501,789621,09-Mar-22,1,0,0,25891101,"AM Biscuits 750",Dairy
FMR311520203,789520,09-Mar-22,0,0,0,25891102,"AM Butter 500",Dairy
FMR311702503,789702,09-Mar-22,1,0,0,25891202,"AM Biscuits 250",Dairy
FMR312702303,789702,09-Mar-22,1,0,0,25891202,"AM Butter 250",Dairy
FMR310320502,789320,09-Mar-22,1,0,0,25891201,"AM Biscuits 500",Dairy
FMR311621302,789621,09-Mar-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMR311221401,789221,09-Mar-22,1,1,1,25891302,"AM Curd 250",Dairy
FMR311520302,789520,09-Mar-22,1,0,0,25891301,"AM Ghee 150",Dairy
FMR311421302,789421,09-Mar-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMR310420602,789420,09-Mar-22,0,0,0,25891302,"AM Biscuits 250",beverages
FMR310403302,789403,09-Mar-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMR310220302,789220,09-Mar-22,1,1,1,25891201,"AM Butter 100",Dairy
FMR311220302,789220,09-Mar-22,1,0,0,25891102,"AM Ghee 150",Dairy
FMR312220302,789220,09-Mar-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMR311201603,789201,09-Mar-22,1,1,1,25891302,"AM Ghee 150",beverages
FMR310902302,789902,09-Mar-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMR311303302,789303,09-Mar-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMR312303603,789303,09-Mar-22,1,1,1,25891302,"AM Ghee 100",beverages
FMR310720503,789720,09-Mar-22,1,0,0,25891202,"AM Biscuits 250",Dairy
FMR310101602,789101,09-Mar-22,1,0,0,25891102,"AM Ghee 150",beverages
FMR311102301,789102,09-Mar-22,1,1,1,25891301,"AM Ghee 250",Dairy
FMR311122301,789122,09-Mar-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMR311321401,789321,09-Mar-22,1,1,1,25891301,"AM Curd 250",Dairy
FMR311521301,789521,09-Mar-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMR311221301,789221,09-Mar-22,1,1,1,25891301,"AM Ghee 250",Dairy
FMR311522503,789522,09-Mar-22,0,0,0,25891301,"AM Biscuits 250",Dairy
FMR312621603,789621,09-Mar-22,1,0,0,25891101,"AM Curd 250",beverages
FMR310702301,789702,09-Mar-22,0,0,0,25891301,"AM Ghee 250",Dairy
FMR312702301,789702,09-Mar-22,1,1,1,25891301,"AM Ghee 250",Dairy
FMR310520301,789520,09-Mar-22,1,0,0,25891301,"AM Ghee 250",Dairy
FMR310303502,789303,09-Mar-22,1,1,1,25891101,"AM Biscuits 500",Dairy
FMR312220301,789220,09-Mar-22,1,0,0,25891301,"AM Ghee 250",Dairy
FMR312422501,789422,09-Mar-22,0,1,0,25891301,"AM Biscuits 750",Dairy
FMR310603603,789603,09-Mar-22,1,1,1,25891201,"AM Butter 100",beverages
FMR311601102,789601,09-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR312422102,789422,09-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR310202603,789202,09-Mar-22,1,0,0,25891102,"AM Ghee 100",beverages
FMR312421102,789421,09-Mar-22,0,0,0,25891101,"AM Milk 250",Dairy
FMR311420102,789420,09-Mar-22,0,0,0,25891102,"AM Milk 250",Dairy
FMR312420102,789420,09-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR311702102,789702,09-Mar-22,0,0,0,25891102,"AM Milk 250",Dairy
FMR310201102,789201,09-Mar-22,1,1,1,25891102,"AM Milk 250",Dairy
FMR311622502,789622,09-Mar-22,0,0,0,25891502,"AM Biscuits 500",Food
FMR310420502,789420,09-Mar-22,0,1,0,25891502,"AM Biscuits 500",Food
FMR312420502,789420,09-Mar-22,0,0,0,25891103,"AM Biscuits 500",Dairy
FMR311320502,789320,09-Mar-22,1,0,0,25891303,"AM Biscuits 500",Dairy
FMR310201502,789201,09-Mar-22,0,1,0,25891502,"AM Biscuits 500",Food
FMR312201502,789201,09-Mar-22,1,0,0,25891502,"AM Biscuits 500",Food
FMR310902502,789902,09-Mar-22,1,1,1,25891101,"AM Biscuits 500",Dairy
FMR310503601,789503,09-Mar-22,1,0,0,25891101,"AM Biscuits 250",beverages
FMR310422502,789422,09-Mar-22,1,1,1,25891502,"AM Biscuits 500",Food
FMR311401502,789401,09-Mar-22,0,1,0,25891502,"AM Biscuits 500",Food
FMR311721502,789721,09-Mar-22,0,1,0,25891202,"AM Biscuits 500",Dairy
FMR312221502,789221,09-Mar-22,1,0,0,25891401,"AM Biscuits 500",Dairy
FMR311501502,789501,09-Mar-22,1,1,1,25891502,"AM Biscuits 500",Food
FMR310521503,789521,09-Mar-22,0,0,0,25891502,"AM Biscuits 250",Food
FMR310421502,789421,09-Mar-22,0,0,0,25891502,"AM Biscuits 500",Food
FMR311522502,789522,09-Mar-22,0,0,0,25891502,"AM Biscuits 500",Food
FMR311520403,789520,09-Mar-22,0,0,0,25891403,"AM Curd 50",Dairy
FMR310421403,789421,09-Mar-22,0,0,0,25891403,"AM Curd 50",Dairy
FMR311321403,789321,09-Mar-22,0,1,0,25891403,"AM Curd 50",Dairy
FMR312321503,789321,09-Mar-22,1,0,0,25891201,"AM Biscuits 250",Dairy
FMR311903603,789903,09-Mar-22,1,1,1,25891403,"AM Curd 50",beverages
FMR310501403,789501,09-Mar-22,0,1,0,25891403,"AM Curd 50",Dairy
FMR310420403,789420,09-Mar-22,1,1,1,25891403,"AM Curd 50",Dairy
FMR312420403,789420,09-Mar-22,0,1,0,25891403,"AM Curd 50",Dairy
FMR310703403,789703,09-Mar-22,1,1,1,25891103,"AM Curd 50",Dairy
FMR310122403,789122,09-Mar-22,0,0,0,25891403,"AM Curd 50",Dairy
FMR310101403,789101,09-Mar-22,0,1,0,25891303,"AM Curd 50",Dairy
FMR311101501,789101,09-Mar-22,1,0,0,25891101,"AM Biscuits 750",Dairy
FMR312202403,789202,09-Mar-22,0,0,0,25891403,"AM Curd 50",Dairy
FMR311303403,789303,09-Mar-22,1,0,0,25891403,"AM Curd 50",Dairy
FMR310401503,789401,09-Mar-22,1,1,1,25891103,"AM Biscuits 250",Dairy
FMR310622602,789622,09-Mar-22,1,0,0,25891303,"AM Curd 50",beverages
FMR312622403,789622,09-Mar-22,1,0,0,25891202,"AM Butter 250",Dairy
FMR311503503,789503,09-Mar-22,0,1,0,25891401,"AM Biscuits 250",Dairy
FMR310103503,789103,09-Mar-22,1,1,1,25891503,"AM Biscuits 250",Food
FMR311420603,789420,09-Mar-22,0,1,0,25891503,"AM Biscuits 250",beverages
FMR312902503,789902,09-Mar-22,1,1,1,25891503,"AM Biscuits 250",Food
FMR311421503,789421,09-Mar-22,0,1,0,25891503,"AM Biscuits 250",Food
FMR312603503,789603,09-Mar-22,0,1,0,25891503,"AM Biscuits 250",Food
FMR312721503,789721,09-Mar-22,1,1,1,25891503,"AM Biscuits 250",Food
FMR312301601,789301,09-Mar-22,1,0,0,25891503,"AM Biscuits 250",beverages
FMR311621503,789621,09-Mar-22,1,1,1,25891103,"AM Biscuits 250",Dairy
FMR311421103,789421,09-Mar-22,0,0,0,25891103,"AM Milk 100",Dairy
FMR312903601,789903,09-Mar-22,1,0,0,25891103,"AM Milk 100",beverages
FMR311703103,789703,09-Mar-22,0,1,0,25891103,"AM Milk 100",Dairy
FMR310303103,789303,09-Mar-22,1,1,1,25891103,"AM Milk 100",Dairy
FMR312203103,789203,09-Mar-22,1,0,0,25891101,"AM Milk 100",Dairy
FMR310501602,789501,09-Mar-22,1,1,1,25891103,"AM Curd 100",beverages
FMR311402601,789402,09-Mar-22,0,1,0,25891103,"AM Milk 100",beverages
FMR311401103,789401,09-Mar-22,1,1,1,25891103,"AM Milk 100",Dairy
FMR310301103,789301,09-Mar-22,0,1,0,25891103,"AM Milk 100",Dairy
FMR311301103,789301,09-Mar-22,1,1,1,25891103,"AM Milk 100",Dairy
FMR311102103,789102,09-Mar-22,0,1,0,25891103,"AM Milk 100",Dairy
FMR312102602,789102,09-Mar-22,1,1,1,25891103,"AM Milk 100",beverages
FMR310522601,789522,09-Mar-22,0,1,0,25891401,"AM Curd 250",beverages
FMR312601602,789601,09-Mar-22,1,0,0,25891202,"AM Butter 250",beverages
FMR311202601,789202,09-Mar-22,1,0,0,25891601,"AM Tea 500",beverages
FMR310702601,789702,09-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR311521601,789521,09-Mar-22,0,0,0,25891201,"AM Butter 100",beverages
FMR312521601,789521,09-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR312402601,789402,09-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR310103601,789103,09-Mar-22,1,0,0,25891303,"AM Curd 250",beverages
FMR311201601,789201,09-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR310121601,789121,09-Mar-22,0,1,0,25891501,"AM Biscuits 750",beverages
FMR312121601,789121,09-Mar-22,0,1,0,25891601,"AM Tea 500",beverages
FMR311422601,789422,09-Mar-22,1,0,0,25891601,"AM Tea 500",beverages
FMR311503601,789503,09-Mar-22,1,1,1,25891601,"AM Tea 500",beverages
FMR310720601,789720,09-Mar-22,0,0,0,25891402,"AM Curd 100",beverages
FMR311720601,789720,09-Mar-22,1,1,1,25891601,"AM Tea 500",beverages
FMR310321601,789321,09-Mar-22,1,1,1,25891601,"AM Tea 500",beverages
FMR310203601,789203,09-Mar-22,1,0,0,25891201,"AM Butter 100",beverages
FMR312103501,789103,09-Mar-22,1,0,0,25891303,"AM Biscuits 750",Dairy
FMR311603602,789603,09-Mar-22,1,0,0,25891402,"AM Curd 100",beverages
FMR311301402,789301,09-Mar-22,0,1,0,25891402,"AM Curd 100",Dairy
FMR311721402,789721,09-Mar-22,1,1,1,25891303,"AM Curd 100",Dairy
FMR311601402,789601,09-Mar-22,1,0,0,25891402,"AM Curd 100",Dairy
FMR311521402,789521,09-Mar-22,0,0,0,25891402,"AM Curd 100",Dairy
FMR310122402,789122,09-Mar-22,0,0,0,25891101,"AM Curd 100",Dairy
FMR312202402,789202,09-Mar-22,1,1,1,25891402,"AM Curd 100",Dairy
FMR311603201,789603,09-Mar-22,1,0,0,25891201,"AM Butter 100",Dairy
FMR312121201,789121,09-Mar-22,0,1,0,25891201,"AM Butter 100",Dairy
FMR311122201,789122,09-Mar-22,1,0,0,25891201,"AM Butter 100",Dairy
FMR310721602,789721,09-Mar-22,0,1,0,25891201,"AM Butter 100",beverages
FMR310221201,789221,09-Mar-22,1,1,1,25891201,"AM Butter 100",Dairy
FMR310520201,789520,09-Mar-22,0,0,0,25891201,"AM Butter 100",Dairy
FMR310902603,789902,09-Mar-22,0,1,0,25891501,"AM Biscuits 750",beverages
FMR310401501,789401,09-Mar-22,1,1,1,25891501,"AM Biscuits 750",Food
FMR312221501,789221,09-Mar-22,1,0,0,25891501,"AM Biscuits 750",Food
FMR312521501,789521,09-Mar-22,0,0,0,25891501,"AM Biscuits 750",Food
FMR312421501,789421,09-Mar-22,0,0,0,25891501,"AM Biscuits 750",Food
FMR312622501,789622,09-Mar-22,0,1,0,25891501,"AM Biscuits 750",Food
FMR312401602,789401,09-Mar-22,1,1,1,25891303,"AM Ghee 100",beverages
FMR311622602,789622,09-Mar-22,1,1,1,25891602,"AM Tea 250",beverages
FMR312101602,789101,09-Mar-22,1,1,1,25891101,"AM Milk 500",beverages
FMR312603603,789603,09-Mar-22,1,1,1,25891602,"AM Tea 100",beverages
FMR310521101,789521,09-Mar-22,0,1,0,25891101,"AM Milk 500",Dairy
FMR310522101,789522,09-Mar-22,1,1,1,25891101,"AM Milk 500",Dairy
FMR311422303,789422,09-Mar-22,0,1,0,25891101,"AM Butter 250",Dairy
FMR312202401,789202,09-Mar-22,1,1,1,25891401,"AM Curd 250",Dairy
FMR310903401,789903,09-Mar-22,1,0,0,25891401,"AM Curd 250",Dairy
FMR312703603,789703,09-Mar-22,1,1,1,25891303,"AM Curd 250",beverages
FMR310301401,789301,09-Mar-22,1,1,1,25891401,"AM Curd 250",Dairy
FMR310721401,789721,09-Mar-22,0,0,0,25891401,"AM Curd 250",Dairy
FMR310601603,789601,09-Mar-22,1,0,0,25891401,"AM Curd 250",beverages
FMR310501603,789501,09-Mar-22,1,1,1,25891603,"AM Tea 100",beverages
FMR310521603,789521,09-Mar-22,1,1,1,25891603,"AM Tea 100",beverages
FMR311402603,789402,09-Mar-22,1,1,1,25891202,"AM Butter 250",beverages
FMR310303603,789303,09-Mar-22,0,1,0,25891603,"AM Tea 100",beverages
FMR312203603,789203,09-Mar-22,0,0,0,25891603,"AM Tea 100",beverages
FMR311103603,789103,09-Mar-22,0,0,0,25891603,"AM Tea 100",beverages
FMR311102202,789102,09-Mar-22,0,0,0,25891202,"AM Butter 250",Dairy
FMR310122202,789122,09-Mar-22,0,0,0,25891202,"AM Butter 250",Dairy
FMR311122202,789122,09-Mar-22,0,0,0,25891202,"AM Butter 250",Dairy
FMR311903303,789903,09-Mar-22,1,0,0,25891202,"AM Butter 250",Dairy
FMR311403202,789403,09-Mar-22,0,1,0,25891202,"AM Butter 250",Dairy
FMR312403202,789403,09-Mar-22,1,1,1,25891202,"AM Butter 250",Dairy
FMR312520202,789520,09-Mar-22,1,0,0,25891202,"AM Butter 250",Dairy
FMR312720202,789720,09-Mar-22,1,1,1,25891202,"AM Butter 250",Dairy
FMR310522202,789522,09-Mar-22,1,1,1,25891202,"AM Butter 250",Dairy
FMR310603303,789603,09-Mar-22,1,1,1,25891303,"AM Ghee 100",Dairy
FMR310421303,789421,09-Mar-22,1,0,0,25891303,"AM Ghee 100",Dairy
FMR310621303,789621,09-Mar-22,1,0,0,25891303,"AM Ghee 100",Dairy
FMR313621601,789621,10-Mar-22,1,1,1,25891502,"AM Biscuits 500",beverages
FMR312422502,789422,10-Mar-22,1,0,0,25891203,"AM Biscuits 500",Dairy
FMR313101402,789101,10-Mar-22,1,1,1,25891101,"AM Butter 500",Dairy
FMR312703203,789703,10-Mar-22,1,0,0,25891203,"AM Butter 500",Dairy
FMR313703302,789703,10-Mar-22,1,0,0,25891202,"AM Butter 250",Dairy
FMR311521203,789521,10-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR312521203,789521,10-Mar-22,0,0,0,25891203,"AM Butter 500",Dairy
FMR313521203,789521,10-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR311420203,789420,10-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR312522401,789522,10-Mar-22,0,0,0,25891203,"AM Butter 500",Dairy
FMR311301502,789301,10-Mar-22,1,1,1,25891203,"AM Biscuits 500",Dairy
FMR313301203,789301,10-Mar-22,1,1,1,25891203,"AM Butter 500",Dairy
FMR313202203,789202,10-Mar-22,1,0,0,25891203,"AM Butter 500",Dairy
FMR312503503,789503,10-Mar-22,1,1,1,25891202,"AM Biscuits 250",Dairy
FMR312201203,789201,10-Mar-22,0,1,0,25891203,"AM Butter 500",Dairy
FMR313321302,789321,10-Mar-22,1,0,0,25891203,"AM Butter 500",Dairy
FMR312601503,789601,10-Mar-22,1,0,0,25891101,"AM Biscuits 250",Dairy
FMR313601603,789601,10-Mar-22,1,0,0,25891201,"AM Butter 100",beverages
FMR313902203,789902,10-Mar-22,1,1,1,25891203,"AM Butter 500",Dairy
FMR313903503,789903,10-Mar-22,1,0,0,25891102,"AM Biscuits 250",Dairy
FMR312622602,789622,10-Mar-22,1,0,0,25891201,"AM Biscuits 500",beverages
FMR311320601,789320,10-Mar-22,1,1,1,25891302,"AM Ghee 150",beverages
FMR313320302,789320,10-Mar-22,1,0,0,25891102,"AM Ghee 150",Dairy
FMR311321601,789321,10-Mar-22,1,1,1,25891201,"AM Biscuits 750",beverages
FMR312321302,789321,10-Mar-22,0,0,0,25891302,"AM Ghee 150",Dairy
FMR312520601,789520,10-Mar-22,1,0,0,25891302,"AM Ghee 150",beverages
FMR311902601,789902,10-Mar-22,1,1,1,25891103,"AM Curd 50",beverages
FMR313902602,789902,10-Mar-22,0,1,0,25891302,"AM Ghee 150",beverages
FMR311521302,789521,10-Mar-22,0,1,0,25891302,"AM Ghee 150",Dairy
FMR312521302,789521,10-Mar-22,1,1,1,25891302,"AM Ghee 150",Dairy
FMR313103402,789103,10-Mar-22,1,0,0,25891101,"AM Curd 100",Dairy
FMR311202603,789202,10-Mar-22,1,0,0,25891201,"AM Butter 100",beverages
FMR311401403,789401,10-Mar-22,1,0,0,25891201,"AM Butter 100",Dairy
FMR311601503,789601,10-Mar-22,1,0,0,25891103,"AM Biscuits 250",Dairy
FMR313121401,789121,10-Mar-22,0,0,0,25891302,"AM Curd 250",Dairy
FMR311301601,789301,10-Mar-22,0,1,0,25891302,"AM Biscuits 750",beverages
FMR311703603,789703,10-Mar-22,1,1,1,25891301,"AM Ghee 250",beverages
FMR313102601,789102,10-Mar-22,1,0,0,25891103,"AM Biscuits 250",beverages
FMR312320301,789320,10-Mar-22,1,1,1,25891301,"AM Ghee 250",Dairy
FMR311101602,789101,10-Mar-22,1,0,0,25891301,"AM Ghee 250",beverages
FMR311720301,789720,10-Mar-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMR312103503,789103,10-Mar-22,1,0,0,25891301,"AM Biscuits 250",Dairy
FMR312321602,789321,10-Mar-22,1,0,0,25891101,"AM Ghee 250",beverages
FMR313501301,789501,10-Mar-22,1,1,1,25891103,"AM Ghee 250",Dairy
FMR311601301,789601,10-Mar-22,1,0,0,25891301,"AM Ghee 250",Dairy
FMR313220602,789220,10-Mar-22,1,1,1,25891102,"AM Ghee 100",beverages
FMR313401301,789401,10-Mar-22,0,1,0,25891301,"AM Ghee 250",Dairy
FMR313721102,789721,10-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR311521401,789521,10-Mar-22,1,1,1,25891102,"AM Curd 250",Dairy
FMR312520102,789520,10-Mar-22,0,0,0,25891102,"AM Milk 250",Dairy
FMR313622403,789622,10-Mar-22,1,1,1,25891102,"AM Curd 50",Dairy
FMR311121102,789121,10-Mar-22,0,1,0,25891102,"AM Milk 250",Dairy
FMR313422102,789422,10-Mar-22,1,0,0,25891102,"AM Milk 250",Dairy
FMR311503402,789503,10-Mar-22,1,0,0,25891102,"AM Curd 100",Dairy
FMR312720102,789720,10-Mar-22,1,0,0,25891102,"AM Milk 250",Dairy
FMR311903201,789903,10-Mar-22,1,1,1,25891102,"AM Butter 100",Dairy
FMR312903502,789903,10-Mar-22,1,0,0,25891102,"AM Biscuits 500",Dairy
FMR313702602,789702,10-Mar-22,1,0,0,25891102,"AM Butter 250",beverages
FMR311201102,789201,10-Mar-22,1,1,1,25891102,"AM Milk 250",Dairy
FMR313201502,789201,10-Mar-22,1,1,1,25891102,"AM Biscuits 500",Dairy
FMR311122102,789122,10-Mar-22,0,0,0,25891102,"AM Milk 250",Dairy
FMR313203102,789203,10-Mar-22,1,1,1,25891102,"AM Milk 250",Dairy
FMR311102502,789102,10-Mar-22,1,1,1,25891502,"AM Biscuits 500",Food
FMR313122502,789122,10-Mar-22,0,0,0,25891201,"AM Biscuits 500",Dairy
FMR311220503,789220,10-Mar-22,1,0,0,25891101,"AM Biscuits 250",Dairy
FMR313202503,789202,10-Mar-22,1,1,1,25891502,"AM Biscuits 250",Food
FMR313121502,789121,10-Mar-22,0,1,0,25891201,"AM Biscuits 500",Dairy
FMR313603203,789603,10-Mar-22,1,1,1,25891203,"AM Butter 500",Dairy
FMR313103502,789103,10-Mar-22,0,0,0,25891403,"AM Biscuits 500",Dairy
FMR311902602,789902,10-Mar-22,0,0,0,25891402,"AM Biscuits 500",beverages
FMR311720502,789720,10-Mar-22,0,1,0,25891502,"AM Biscuits 500",Food
FMR313720502,789720,10-Mar-22,1,1,1,25891201,"AM Biscuits 500",Dairy
FMR312101502,789101,10-Mar-22,1,1,1,25891202,"AM Biscuits 500",Dairy
FMR313703502,789703,10-Mar-22,0,0,0,25891502,"AM Biscuits 500",Food
FMR311403502,789403,10-Mar-22,1,1,1,25891401,"AM Biscuits 500",Dairy
FMR312403503,789403,10-Mar-22,1,0,0,25891403,"AM Biscuits 250",Dairy
FMR311402502,789402,10-Mar-22,1,0,0,25891401,"AM Biscuits 500",Dairy
FMR311421502,789421,10-Mar-22,0,0,0,25891502,"AM Biscuits 500",Food
FMR313403403,789403,10-Mar-22,1,1,1,25891101,"AM Curd 50",Dairy
